SchoolYear,OrganizationLevel,County,ESDName,ESDOrganizationId,DistrictCode,DistrictName,DistrictOrganizationId,SchoolCode,SchoolName,SchoolOrganizationId,CurrentSchoolType,GradeLevel,All Students,Female,Gender X,Male,American Indian/ Alaskan Native,Asian,Black/ African American,Hispanic/ Latino of any race(s),Native Hawaiian/ Other Pacific Islander,Two or More Races,White,English Language Learners,Foster Care,Homeless,Low-Income,Migrant,Military Parent,Mobile,Section 504,Students with Disabilities,Non-English Language Learners,Non-Foster Care,Non-Homeless,Non-Low Income,Non Migrant,Non Military Parent,Non Mobile,Non Section 504,Students without Disabilities,DataAsOf
2010-11,School,Yakima,Educational Service District 105,100002,39119,Selah School District,100231,2716,John Campbell Primary School (Closed after 2014-2015 school year),103217,P,1st Grade,119,57,0,62,0,1,1,28,1,1,87,13,1,0,62,0,0,5,0,16,106,118,119,57,119,119,114,119,103,05/22/2020 12:00:00 AM
2010-11,School,Yakima,Educational Service District 105,100002,39119,Selah School District,100231,2716,John Campbell Primary School (Closed after 2014-2015 school year),103217,P,2nd Grade,110,54,0,56,0,0,0,30,0,4,76,11,0,1,59,0,0,5,1,20,99,110,109,51,110,110,105,109,90,05/22/2020 12:00:00 AM
2010-11,School,Yakima,Educational Service District 105,100002,39119,Selah School District,100231,2716,John Campbell Primary School (Closed after 2014-2015 school year),103217,P,3rd Grade,142,80,0,62,2,1,0,35,1,2,101,13,0,0,69,0,0,3,0,26,129,142,142,73,142,142,139,142,116,05/22/2020 12:00:00 AM
2010-11,School,Yakima,Educational Service District 105,100002,39119,Selah School District,100231,2716,John Campbell Primary School (Closed after 2014-2015 school year),103217,P,4th Grade,136,70,0,66,0,2,0,30,0,6,98,15,0,2,60,0,0,2,0,24,121,136,134,76,136,136,134,136,112,05/22/2020 12:00:00 AM
2010-11,School,Yakima,Educational Service District 105,100002,39119,Selah School District,100231,2716,John Campbell Primary School (Closed after 2014-2015 school year),103217,P,AllGrades,630,323,0,307,2,4,1,154,3,15,451,66,3,5,292,0,0,25,1,109,564,627,625,338,630,630,605,629,521,05/22/2020 12:00:00 AM
2010-11,School,Yakima,Educational Service District 105,100002,39119,Selah School District,100231,2716,John Campbell Primary School (Closed after 2014-2015 school year),103217,P,Half-day Kindergarten,110,59,0,51,0,0,0,27,1,2,80,14,2,2,36,0,0,3,0,14,96,108,108,74,110,110,107,110,96,05/22/2020 12:00:00 AM
2010-11,School,Yakima,Educational Service District 105,100002,39119,Selah School District,100231,2716,John Campbell Primary School (Closed after 2014-2015 school year),103217,P,Pre-Kindergarten,13,3,0,10,0,0,0,4,0,0,9,0,0,0,6,0,0,7,0,9,13,13,13,7,13,13,6,13,4,05/22/2020 12:00:00 AM
2010-11,School,Yakima,Educational Service District 105,100002,39119,Selah School District,100231,3265,Robert S Lince Elementary (Closed after 2014-2015 school year),103218,P,1st Grade,146,69,0,77,3,0,0,44,0,13,86,24,2,0,89,2,0,2,1,15,122,144,146,57,144,146,144,145,131,05/22/2020 12:00:00 AM
2010-11,School,Yakima,Educational Service District 105,100002,39119,Selah School District,100231,3265,Robert S Lince Elementary (Closed after 2014-2015 school year),103218,P,2nd Grade,110,49,0,61,1,0,0,25,1,4,79,11,2,3,60,0,0,5,0,16,99,108,107,50,110,110,105,110,94,05/22/2020 12:00:00 AM
2010-11,School,Yakima,Educational Service District 105,100002,39119,Selah School District,100231,3265,Robert S Lince Elementary (Closed after 2014-2015 school year),103218,P,3rd Grade,142,60,0,82,0,1,0,42,0,4,95,14,2,2,85,1,0,2,0,24,128,140,140,57,141,142,140,142,118,05/22/2020 12:00:00 AM
2010-11,School,Yakima,Educational Service District 105,100002,39119,Selah School District,100231,3265,Robert S Lince Elementary (Closed after 2014-2015 school year),103218,P,4th Grade,136,56,0,80,2,0,0,38,0,5,91,14,2,1,78,0,0,3,1,18,122,134,135,58,136,136,133,135,118,05/22/2020 12:00:00 AM
2010-11,School,Yakima,Educational Service District 105,100002,39119,Selah School District,100231,3265,Robert S Lince Elementary (Closed after 2014-2015 school year),103218,P,AllGrades,644,291,0,353,6,1,0,180,1,30,426,77,8,8,375,4,0,16,2,85,567,636,636,269,640,644,628,642,559,05/22/2020 12:00:00 AM
2010-11,School,Yakima,Educational Service District 105,100002,39119,Selah School District,100231,3265,Robert S Lince Elementary (Closed after 2014-2015 school year),103218,P,Half-day Kindergarten,110,57,0,53,0,0,0,31,0,4,75,14,0,2,63,1,0,4,0,12,96,110,108,47,109,110,106,110,98,05/22/2020 12:00:00 AM
2010-11,School,Yakima,Educational Service District 105,100002,39119,Selah School District,100231,4272,Selah Academy Online,103221,A,10th Grade,30,15,0,15,1,0,0,5,0,0,23,1,0,0,8,3,0,18,1,1,29,30,30,22,27,30,12,29,29,05/22/2020 12:00:00 AM
2010-11,School,Yakima,Educational Service District 105,100002,39119,Selah School District,100231,4272,Selah Academy Online,103221,A,11th Grade,23,12,0,11,0,0,0,4,0,0,19,0,0,0,3,0,0,18,0,0,23,23,23,20,23,23,5,23,23,05/22/2020 12:00:00 AM
2010-11,School,Yakima,Educational Service District 105,100002,39119,Selah School District,100231,4272,Selah Academy Online,103221,A,12th Grade,31,15,0,16,0,0,0,10,0,0,20,0,2,1,12,1,0,21,0,1,31,29,30,19,30,31,10,31,30,05/22/2020 12:00:00 AM
2010-11,School,Yakima,Educational Service District 105,100002,39119,Selah School District,100231,4272,Selah Academy Online,103221,A,2nd Grade,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,05/22/2020 12:00:00 AM
2010-11,School,Yakima,Educational Service District 105,100002,39119,Selah School District,100231,4272,Selah Academy Online,103221,A,8th Grade,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,05/22/2020 12:00:00 AM
2010-11,School,Yakima,Educational Service District 105,100002,39119,Selah School District,100231,4272,Selah Academy Online,103221,A,9th Grade,12,4,0,8,0,0,0,2,0,0,10,0,1,1,2,0,0,10,1,1,12,11,11,10,12,12,2,11,11,05/22/2020 12:00:00 AM
2010-11,School,Yakima,Educational Service District 105,100002,39119,Selah School District,100231,4272,Selah Academy Online,103221,A,AllGrades,98,46,0,52,1,0,0,21,0,0,74,1,4,2,25,4,0,69,2,3,97,94,96,73,94,98,29,96,95,05/22/2020 12:00:00 AM
2010-11,School,Yakima,Educational Service District 105,100002,39119,Selah School District,100231,2388,Selah High School,103215,P,10th Grade,252,120,0,132,2,0,0,51,1,4,194,7,1,1,96,0,0,9,2,25,245,251,251,156,252,252,243,250,227,05/22/2020 12:00:00 AM
2010-11,School,Yakima,Educational Service District 105,100002,39119,Selah School District,100231,2388,Selah High School,103215,P,11th Grade,221,114,0,107,5,1,0,34,0,0,181,1,2,0,71,1,0,11,5,15,220,219,221,150,220,221,210,216,206,05/22/2020 12:00:00 AM
2010-11,School,Yakima,Educational Service District 105,100002,39119,Selah School District,100231,2388,Selah High School,103215,P,12th Grade,220,104,0,116,6,0,2,38,0,0,174,1,0,4,74,0,0,42,9,23,219,220,216,146,220,220,178,211,197,05/22/2020 12:00:00 AM
2010-11,School,Yakima,Educational Service District 105,100002,39119,Selah School District,100231,2388,Selah High School,103215,P,8th Grade,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,05/22/2020 12:00:00 AM
2010-11,School,Yakima,Educational Service District 105,100002,39119,Selah School District,100231,2388,Selah High School,103215,P,AllGrades,694,338,0,356,13,1,2,123,1,4,550,9,3,5,241,1,0,62,16,64,685,691,689,453,693,694,632,678,630,05/22/2020 12:00:00 AM
2010-11,School,Yakima,Educational Service District 105,100002,39119,Selah School District,100231,4546,Selah Intermediate (Closed after 2014-2015 school year),103222,P,12th Grade,2,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2,2,1,2,2,2,2,2,2,0,05/22/2020 12:00:00 AM
2010-11,School,Yakima,Educational Service District 105,100002,39119,Selah School District,100231,4546,Selah Intermediate (Closed after 2014-2015 school year),103222,P,4th Grade,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,05/22/2020 12:00:00 AM
2010-11,School,Yakima,Educational Service District 105,100002,39119,Selah School District,100231,4546,Selah Intermediate (Closed after 2014-2015 school year),103222,P,5th Grade,276,133,0,143,3,0,1,77,0,11,184,25,2,3,146,1,0,5,2,32,251,274,273,130,275,276,271,274,244,05/22/2020 12:00:00 AM
2010-11,School,Yakima,Educational Service District 105,100002,39119,Selah School District,100231,4546,Selah Intermediate (Closed after 2014-2015 school year),103222,P,6th Grade,283,139,0,144,0,2,1,59,0,4,217,23,0,1,132,0,0,9,1,43,260,283,282,151,283,283,274,282,240,05/22/2020 12:00:00 AM
2010-11,School,Yakima,Educational Service District 105,100002,39119,Selah School District,100231,4546,Selah Intermediate (Closed after 2014-2015 school year),103222,P,7th Grade,250,106,0,144,0,1,3,38,0,3,205,8,0,3,110,2,0,5,0,36,242,250,247,140,248,250,245,250,214,05/22/2020 12:00:00 AM
2010-11,School,Yakima,Educational Service District 105,100002,39119,Selah School District,100231,4546,Selah Intermediate (Closed after 2014-2015 school year),103222,P,8th Grade,2,2,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,2,2,2,0,2,2,2,2,0,05/22/2020 12:00:00 AM
2010-11,School,Yakima,Educational Service District 105,100002,39119,Selah School District,100231,4546,Selah Intermediate (Closed after 2014-2015 school year),103222,P,AllGrades,814,383,0,431,3,3,5,175,0,18,610,56,3,7,391,3,0,19,3,116,758,811,807,423,811,814,795,811,698,05/22/2020 12:00:00 AM
2010-11,School,Yakima,Educational Service District 105,100002,39119,Selah School District,100231,4161,Selah Middle School (Closed after 2014-2015 school year),103220,P,7th Grade,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,05/22/2020 12:00:00 AM
2010-11,School,Yakima,Educational Service District 105,100002,39119,Selah School District,100231,4161,Selah Middle School (Closed after 2014-2015 school year),103220,P,8th Grade,258,122,0,136,0,0,2,64,0,5,187,13,1,2,120,0,0,9,1,34,245,257,256,138,258,258,249,257,224,05/22/2020 12:00:00 AM
2010-11,School,Yakima,Educational Service District 105,100002,39119,Selah School District,100231,4161,Selah Middle School (Closed after 2014-2015 school year),103220,P,9th Grade,237,117,0,120,6,2,3,55,0,3,168,6,2,2,104,2,0,24,1,27,231,235,235,133,235,237,213,236,210,05/22/2020 12:00:00 AM
2010-11,School,Yakima,Educational Service District 105,100002,39119,Selah School District,100231,4161,Selah Middle School (Closed after 2014-2015 school year),103220,P,AllGrades,496,239,0,257,6,2,5,119,0,8,356,19,4,4,225,2,0,33,2,62,477,492,492,271,494,496,463,494,434,05/22/2020 12:00:00 AM
2010-11,School,Pend Oreille,Educational Service District 101,100001,26070,Selkirk School District,100232,5075,Selkirk Elementary School,104267,P,1st Grade,16,1,0,15,0,0,0,1,0,1,14,0,0,3,14,0,0,2,0,4,16,16,13,2,16,16,14,16,12,05/22/2020 12:00:00 AM
2010-11,School,Pend Oreille,Educational Service District 101,100001,26070,Selkirk School District,100232,5075,Selkirk Elementary School,104267,P,2nd Grade,12,5,0,7,0,0,0,1,0,0,11,0,0,1,7,0,0,1,0,2,12,12,11,5,12,12,11,12,10,05/22/2020 12:00:00 AM
2010-11,School,Pend Oreille,Educational Service District 101,100001,26070,Selkirk School District,100232,5075,Selkirk Elementary School,104267,P,3rd Grade,17,9,0,8,0,1,0,0,0,1,15,0,1,1,12,0,0,2,0,4,17,16,16,5,17,17,15,17,13,05/22/2020 12:00:00 AM
2010-11,School,Pend Oreille,Educational Service District 101,100001,26070,Selkirk School District,100232,5075,Selkirk Elementary School,104267,P,4th Grade,21,10,0,11,1,0,0,0,0,1,19,0,0,0,7,0,0,0,0,3,21,21,21,14,21,21,21,21,18,05/22/2020 12:00:00 AM
2010-11,School,Pend Oreille,Educational Service District 101,100001,26070,Selkirk School District,100232,5075,Selkirk Elementary School,104267,P,5th Grade,26,13,0,13,0,1,0,1,0,3,21,0,1,2,12,0,0,1,0,5,26,25,24,14,26,26,25,26,21,05/22/2020 12:00:00 AM
2010-11,School,Pend Oreille,Educational Service District 101,100001,26070,Selkirk School District,100232,5075,Selkirk Elementary School,104267,P,AllGrades,126,57,0,69,1,2,0,8,0,6,109,0,2,9,75,0,0,7,0,27,126,124,117,51,126,126,119,126,99,05/22/2020 12:00:00 AM
2010-11,School,Pend Oreille,Educational Service District 101,100001,26070,Selkirk School District,100232,5075,Selkirk Elementary School,104267,P,Half-day Kindergarten,18,8,0,10,0,0,0,4,0,0,14,0,0,0,9,0,0,0,0,3,18,18,18,9,18,18,18,18,15,05/22/2020 12:00:00 AM
2010-11,School,Pend Oreille,Educational Service District 101,100001,26070,Selkirk School District,100232,5075,Selkirk Elementary School,104267,P,Pre-Kindergarten,16,11,0,5,0,0,0,1,0,0,15,0,0,2,14,0,0,1,0,6,16,16,14,2,16,16,15,16,10,05/22/2020 12:00:00 AM
2010-11,School,Pend Oreille,Educational Service District 101,100001,26070,Selkirk School District,100232,5226,Selkirk High School,105270,P,10th Grade,19,8,0,11,1,0,0,0,0,0,18,0,0,1,9,0,0,1,0,4,19,19,18,10,19,19,18,19,15,05/22/2020 12:00:00 AM
2010-11,School,Pend Oreille,Educational Service District 101,100001,26070,Selkirk School District,100232,5226,Selkirk High School,105270,P,11th Grade,27,19,0,8,0,1,1,2,0,0,23,0,0,5,19,0,0,0,0,3,27,27,22,8,27,27,27,27,24,05/22/2020 12:00:00 AM
2010-11,School,Pend Oreille,Educational Service District 101,100001,26070,Selkirk School District,100232,5226,Selkirk High School,105270,P,12th Grade,28,12,0,16,0,0,0,2,0,1,25,0,0,0,14,0,0,4,0,3,28,28,28,14,28,28,24,28,25,05/22/2020 12:00:00 AM
2010-11,School,Pend Oreille,Educational Service District 101,100001,26070,Selkirk School District,100232,5226,Selkirk High School,105270,P,6th Grade,16,9,0,7,0,0,0,4,0,0,12,0,1,2,1,0,0,16,0,2,16,15,14,15,16,16,0,16,14,05/22/2020 12:00:00 AM
2010-11,School,Pend Oreille,Educational Service District 101,100001,26070,Selkirk School District,100232,5226,Selkirk High School,105270,P,7th Grade,28,13,0,15,0,0,0,3,0,4,21,0,0,0,2,0,0,28,0,4,28,28,28,26,28,28,0,28,24,05/22/2020 12:00:00 AM
2010-11,School,Pend Oreille,Educational Service District 101,100001,26070,Selkirk School District,100232,5226,Selkirk High School,105270,P,8th Grade,13,7,0,6,0,0,0,2,0,0,11,0,0,2,1,0,0,13,0,1,13,13,11,12,13,13,0,13,12,05/22/2020 12:00:00 AM
2010-11,School,Pend Oreille,Educational Service District 101,100001,26070,Selkirk School District,100232,5226,Selkirk High School,105270,P,9th Grade,26,11,0,15,0,1,1,3,0,1,20,0,1,2,19,0,0,1,0,3,26,25,24,7,26,26,25,26,23,05/22/2020 12:00:00 AM
2010-11,School,Pend Oreille,Educational Service District 101,100001,26070,Selkirk School District,100232,5226,Selkirk High School,105270,P,AllGrades,157,79,0,78,1,2,2,16,0,6,130,0,2,12,65,0,0,63,0,20,157,155,145,92,157,157,94,157,137,05/22/2020 12:00:00 AM
2010-11,School,Clallam,Olympic Educational Service District 114,100005,5323,Sequim School District,100233,4378,Greywolf Elementary School,100498,P,1st Grade,82,46,0,36,2,2,0,5,0,0,73,2,1,0,48,0,0,3,0,17,80,81,82,34,82,82,79,82,65,05/22/2020 12:00:00 AM
2010-11,School,Clallam,Olympic Educational Service District 114,100005,5323,Sequim School District,100233,4378,Greywolf Elementary School,100498,P,2nd Grade,99,59,0,40,3,2,2,8,0,1,83,4,2,2,53,0,0,1,1,14,95,97,97,46,99,99,98,98,85,05/22/2020 12:00:00 AM
2010-11,School,Clallam,Olympic Educational Service District 114,100005,5323,Sequim School District,100233,4378,Greywolf Elementary School,100498,P,3rd Grade,73,32,0,41,4,2,0,3,0,1,63,0,1,1,33,1,0,2,0,13,73,72,72,40,72,73,71,73,60,05/22/2020 12:00:00 AM
2010-11,School,Clallam,Olympic Educational Service District 114,100005,5323,Sequim School District,100233,4378,Greywolf Elementary School,100498,P,4th Grade,102,56,0,46,4,0,1,7,0,1,89,0,0,0,56,1,0,1,2,14,102,102,102,46,101,102,101,100,88,05/22/2020 12:00:00 AM
2010-11,School,Clallam,Olympic Educational Service District 114,100005,5323,Sequim School District,100233,4378,Greywolf Elementary School,100498,P,5th Grade,82,46,0,36,6,3,0,5,0,1,67,0,0,0,41,1,0,1,0,11,82,82,82,41,81,82,81,82,71,05/22/2020 12:00:00 AM
2010-11,School,Clallam,Olympic Educational Service District 114,100005,5323,Sequim School District,100233,4378,Greywolf Elementary School,100498,P,AllGrades,501,274,0,227,21,9,4,35,0,7,425,6,5,3,260,4,0,9,3,80,495,496,498,241,497,501,492,498,421,05/22/2020 12:00:00 AM
2010-11,School,Clallam,Olympic Educational Service District 114,100005,5323,Sequim School District,100233,4378,Greywolf Elementary School,100498,P,Half-day Kindergarten,63,35,0,28,2,0,1,7,0,3,50,0,1,0,29,1,0,1,0,11,63,62,63,34,62,63,62,63,52,05/22/2020 12:00:00 AM
2010-11,School,Clallam,Olympic Educational Service District 114,100005,5323,Sequim School District,100233,2722,Helen Haller Elementary School,100496,P,1st Grade,91,37,0,54,2,1,0,7,0,5,76,3,1,3,46,0,0,4,0,16,88,90,88,45,91,91,87,91,75,05/22/2020 12:00:00 AM
2010-11,School,Clallam,Olympic Educational Service District 114,100005,5323,Sequim School District,100233,2722,Helen Haller Elementary School,100496,P,2nd Grade,86,38,0,48,4,2,0,7,0,6,67,2,0,0,45,0,0,3,0,14,84,86,86,41,86,86,83,86,72,05/22/2020 12:00:00 AM
2010-11,School,Clallam,Olympic Educational Service District 114,100005,5323,Sequim School District,100233,2722,Helen Haller Elementary School,100496,P,3rd Grade,92,45,0,47,2,2,0,10,0,6,72,2,0,2,44,0,0,6,0,15,90,92,90,48,92,92,86,92,77,05/22/2020 12:00:00 AM
2010-11,School,Clallam,Olympic Educational Service District 114,100005,5323,Sequim School District,100233,2722,Helen Haller Elementary School,100496,P,4th Grade,101,46,0,55,1,4,1,15,0,10,70,2,2,1,50,1,0,2,0,14,99,99,100,51,100,101,99,101,87,05/22/2020 12:00:00 AM
2010-11,School,Clallam,Olympic Educational Service District 114,100005,5323,Sequim School District,100233,2722,Helen Haller Elementary School,100496,P,5th Grade,96,47,0,49,2,1,0,13,0,8,72,3,2,1,49,2,0,5,0,11,93,94,95,47,94,96,91,96,85,05/22/2020 12:00:00 AM
2010-11,School,Clallam,Olympic Educational Service District 114,100005,5323,Sequim School District,100233,2722,Helen Haller Elementary School,100496,P,6th Grade,2,0,0,2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,2,2,2,2,1,2,2,2,2,0,05/22/2020 12:00:00 AM
2010-11,School,Clallam,Olympic Educational Service District 114,100005,5323,Sequim School District,100233,2722,Helen Haller Elementary School,100496,P,AllGrades,548,261,0,287,11,10,2,61,0,43,421,17,5,7,273,4,0,23,0,85,531,543,541,275,544,548,525,548,463,05/22/2020 12:00:00 AM
2010-11,School,Clallam,Olympic Educational Service District 114,100005,5323,Sequim School District,100233,2722,Helen Haller Elementary School,100496,P,Half-day Kindergarten,80,48,0,32,0,0,1,9,0,8,62,5,0,0,38,1,0,3,0,13,75,80,80,42,79,80,77,80,67,05/22/2020 12:00:00 AM
2010-11,School,Clallam,Olympic Educational Service District 114,100005,5323,Sequim School District,100233,1708,Olympic Peninsula Academy,100494,A,10th Grade,2,1,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,2,2,2,0,2,2,1,2,2,05/22/2020 12:00:00 AM
2010-11,School,Clallam,Olympic Educational Service District 114,100005,5323,Sequim School District,100233,1708,Olympic Peninsula Academy,100494,A,11th Grade,6,4,0,2,0,0,0,0,0,0,6,0,0,1,4,0,0,2,0,0,6,6,5,2,6,6,4,6,6,05/22/2020 12:00:00 AM
2010-11,School,Clallam,Olympic Educational Service District 114,100005,5323,Sequim School District,100233,1708,Olympic Peninsula Academy,100494,A,12th Grade,33,14,0,19,3,1,0,2,0,1,25,0,0,2,13,0,0,4,0,1,33,33,31,20,33,33,29,33,32,05/22/2020 12:00:00 AM
2010-11,School,Clallam,Olympic Educational Service District 114,100005,5323,Sequim School District,100233,1708,Olympic Peninsula Academy,100494,A,1st Grade,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,05/22/2020 12:00:00 AM
2010-11,School,Clallam,Olympic Educational Service District 114,100005,5323,Sequim School District,100233,1708,Olympic Peninsula Academy,100494,A,2nd Grade,8,4,0,4,1,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,8,8,8,4,8,8,8,8,8,05/22/2020 12:00:00 AM
2010-11,School,Clallam,Olympic Educational Service District 114,100005,5323,Sequim School District,100233,1708,Olympic Peninsula Academy,100494,A,3rd Grade,12,10,0,2,1,0,0,0,0,0,11,0,0,1,7,0,0,1,0,0,12,12,11,5,12,12,11,12,12,05/22/2020 12:00:00 AM
2010-11,School,Clallam,Olympic Educational Service District 114,100005,5323,Sequim School District,100233,1708,Olympic Peninsula Academy,100494,A,4th Grade,4,3,0,1,0,0,1,0,0,0,3,0,0,0,3,0,0,0,0,2,4,4,4,1,4,4,4,4,2,05/22/2020 12:00:00 AM
2010-11,School,Clallam,Olympic Educational Service District 114,100005,5323,Sequim School District,100233,1708,Olympic Peninsula Academy,100494,A,5th Grade,8,5,0,3,1,0,1,0,0,1,5,0,0,0,6,0,0,1,0,1,8,8,8,2,8,8,7,8,7,05/22/2020 12:00:00 AM
2010-11,School,Clallam,Olympic Educational Service District 114,100005,5323,Sequim School District,100233,1708,Olympic Peninsula Academy,100494,A,6th Grade,13,5,0,8,0,0,3,0,0,2,8,0,0,0,8,0,0,0,1,0,13,13,13,5,13,13,13,12,13,05/22/2020 12:00:00 AM
2010-11,School,Clallam,Olympic Educational Service District 114,100005,5323,Sequim School District,100233,1708,Olympic Peninsula Academy,100494,A,7th Grade,12,8,0,4,1,0,0,0,0,0,11,0,0,0,9,0,0,0,0,2,12,12,12,3,12,12,12,12,10,05/22/2020 12:00:00 AM
2010-11,School,Clallam,Olympic Educational Service District 114,100005,5323,Sequim School District,100233,1708,Olympic Peninsula Academy,100494,A,8th Grade,6,2,0,4,0,0,1,1,0,1,3,0,0,0,1,0,0,0,0,1,6,6,6,5,6,6,6,6,5,05/22/2020 12:00:00 AM
